project,scale,experiment,method,check_type,status,subject,detail
extension,sumo,objective_weight_alpha,PSO,walk_component_sum,PASS,N2055_C8_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,objective_weight_alpha,PSO,travel_component_sum,PASS,N2055_C8_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,objective_weight_alpha,PSO,walk_alias_consistency,PASS,N2055_C8_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,objective_weight_alpha,PSO,travel_alias_consistency,PASS,N2055_C8_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,walk_component_sum,PASS,N2055_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,travel_component_sum,PASS,N2055_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N2055_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N2055_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,walk_component_sum,PASS,N2055_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,travel_component_sum,PASS,N2055_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,walk_alias_consistency,PASS,N2055_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,travel_alias_consistency,PASS,N2055_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,walk_component_sum,PASS,N2055_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,travel_component_sum,PASS,N2055_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,walk_alias_consistency,PASS,N2055_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,travel_alias_consistency,PASS,N2055_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,walk_component_sum,PASS,N2055_C9_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,travel_component_sum,PASS,N2055_C9_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N2055_C9_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N2055_C9_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,node_size,ACO,walk_component_sum,PASS,sumo_case.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,node_size,ACO,travel_component_sum,PASS,sumo_case.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,node_size,ACO,walk_alias_consistency,PASS,sumo_case.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,node_size,ACO,travel_alias_consistency,PASS,sumo_case.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,node_size,GA,walk_component_sum,PASS,sumo_case.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,node_size,GA,travel_component_sum,PASS,sumo_case.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,node_size,GA,walk_alias_consistency,PASS,sumo_case.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,node_size,GA,travel_alias_consistency,PASS,sumo_case.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,node_size,Optimization,walk_component_sum,PASS,sumo_case.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,node_size,Optimization,travel_component_sum,PASS,sumo_case.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,node_size,Optimization,walk_alias_consistency,PASS,sumo_case.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,node_size,Optimization,travel_alias_consistency,PASS,sumo_case.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,node_size,PSO,walk_component_sum,PASS,sumo_case.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,node_size,PSO,travel_component_sum,PASS,sumo_case.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,node_size,PSO,walk_alias_consistency,PASS,sumo_case.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,node_size,PSO,travel_alias_consistency,PASS,sumo_case.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,ACO,walk_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,travel_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,walk_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,ACO,travel_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,GA,walk_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,GA,travel_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 5.55112e-17
extension,sumo,edge_density,GA,walk_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,GA,travel_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,Optimization,walk_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,travel_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,walk_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,Optimization,travel_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,PSO,walk_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,travel_component_sum,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,walk_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,PSO,travel_alias_consistency,PASS,N2055_PS_edge_density_baseline_5385_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,ACO,walk_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,travel_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,walk_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,ACO,travel_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,GA,walk_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,GA,travel_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 5.55112e-17
extension,sumo,edge_density,GA,walk_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,GA,travel_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,Optimization,walk_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,travel_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,walk_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,Optimization,travel_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,PSO,walk_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,travel_component_sum,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,walk_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,PSO,travel_alias_consistency,PASS,N2055_PS_edge_density_dense_6069_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,ACO,walk_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,travel_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,ACO,walk_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,ACO,travel_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,GA,walk_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,GA,travel_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,GA,walk_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,GA,travel_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,Optimization,walk_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,travel_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,Optimization,walk_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,Optimization,travel_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,edge_density,PSO,walk_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,travel_component_sum,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,edge_density,PSO,walk_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,edge_density,PSO,travel_alias_consistency,PASS,N2055_PS_edge_density_denser_6753_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax100_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax150_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 5.55112e-17
extension,sumo,parking_budget_cmax,GA,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax205_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,ACO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,ACO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,GA,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,GA,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,Optimization,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,Optimization,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,walk_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,travel_component_sum,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_budget_cmax,PSO,walk_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_budget_cmax,PSO,travel_alias_consistency,PASS,N2055_PS_parking_budget_Cmax250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,ACO,walk_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,ACO,travel_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,ACO,walk_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,ACO,travel_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,GA,walk_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,GA,travel_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,GA,walk_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,GA,travel_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,Optimization,walk_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,Optimization,travel_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,Optimization,walk_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,Optimization,travel_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,PSO,walk_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,PSO,travel_component_sum,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,PSO,walk_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,PSO,travel_alias_consistency,PASS,N2055_PS_parking_cost_100_225_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,ACO,walk_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,ACO,travel_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,ACO,walk_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,ACO,travel_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,GA,walk_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,GA,travel_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,GA,walk_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,GA,travel_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,Optimization,walk_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,Optimization,travel_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,Optimization,walk_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,Optimization,travel_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,PSO,walk_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,PSO,travel_component_sum,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,PSO,walk_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_walk_time_hr vs walk_time_hr delta=0
extension,sumo,parking_cost_range,PSO,travel_alias_consistency,PASS,N2055_PS_parking_cost_125_250_I1.dat,total_travel_time_hr vs travel_time_hr delta=0
extension,sumo,parking_cost_range,ACO,walk_component_sum,PASS,N2055_PS_parking_cost_150_300_I1.dat,total_walk - (internal_walk + external_walk) = 0
extension,sumo,parking_cost_range,ACO,travel_component_sum,PASS,N2055_PS_parking_cost_150_300_I1.dat,total_travel - (external_drive + internal_drive + internal_walk + external_walk) = 0
